customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C01607,Male,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.41,1722.7,No
C01608,Female,1,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),43.99,1030.57,No
C01609,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,106.94,4697.25,No
C01610,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),105.23,7564.38,No
C01611,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.44,672.71,No
C01612,Male,0,Yes,Yes,52,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.59,4194.81,No
C01613,Female,1,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),72.63,1973.49,Yes
C01614,Female,0,No,Yes,64,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.7,5021.32,No
C01615,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.95,1405.16,Yes
C01616,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.13,2782.12,No
C01617,Female,0,Yes,No,36,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.03,2700.71,No
C01618,Female,1,Yes,No,44,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.87,3355.5,No
C01619,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,97.32,1181.29,Yes
C01620,Female,0,No,Yes,11,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.46,750.78,No
C01621,Male,0,Yes,No,39,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,63.67,2499.51,No
C01622,Male,1,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.6,4165.9,No
C01623,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),110.34,2746.66,Yes
C01624,Male,0,Yes,Yes,48,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,90.9,4358.61,No
C01625,Female,1,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),96.49,1048.42,Yes
C01626,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),76.17,607.08,No
C01627,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,102.07,3353.83,No
C01628,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,94.74,1051.11,Yes
C01629,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.88,124.79,No
C01630,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,95.5,1332.97,Yes
C01631,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,98.75,4338.21,No
C01632,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.96,2982.98,No
C01633,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,87.91,6327.1,No
C01634,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),93.08,3552.68,No
C01635,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),91.35,1091.86,No
C01636,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.04,3440.42,No
C01637,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,104.16,1879.29,Yes
C01638,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,102.48,2458.47,No
C01639,Male,1,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.34,1390.66,Yes
C01640,Male,1,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.1,777.57,No
C01641,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,99.5,7160.32,No
C01642,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),108.51,1628.84,No
C01643,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.26,373.42,Yes
C01644,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),109.69,5491.89,No
C01645,Male,0,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.36,373.16,No
C01646,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,77.99,2099.33,No
C01647,Male,0,No,Yes,55,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.87,4501.62,No
C01648,Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,83.95,760.62,No
C01649,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,104.9,3155.33,No
C01650,Female,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.2,1954.26,No
C01651,Male,0,Yes,No,15,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.34,1255.54,Yes
C01652,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),111.02,7976.65,No
C01653,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),98.9,2358.79,Yes
C01654,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,79.44,3900.05,Yes
C01655,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.68,2239.25,No
C01656,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,99.27,2573.96,Yes
C01657,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,1301.1,Yes
C01658,Female,0,No,No,59,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,89.01,5257.24,No
C01659,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.33,1995.99,No
C01660,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,51.15,1476.31,No
C01661,Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,77.71,1699.04,No
C01662,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,102.52,5949.59,No
C01663,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.98,398.89,Yes
C01664,Female,1,No,No,29,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),78.67,2276.18,No
C01665,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),102.63,1238.54,No
C01666,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),108.96,2400.56,No
C01667,Female,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.77,2684.54,No
C01668,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,92.31,5813.22,No
C01669,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,55.39,1395.67,No
C01670,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),108.95,4149.67,No
C01671,Female,0,No,Yes,37,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.76,2842.12,No
C01672,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.14,1082.98,Yes
C01673,Male,1,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.52,3986.86,Yes
C01674,Female,1,No,Yes,14,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,84.52,1186.57,No
C01675,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.7,2426.74,No
C01676,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),73.1,363.68,Yes
C01677,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),102.32,5121.03,Yes
C01678,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),98.29,5694.79,No
C01679,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.37,1386.61,No
C01680,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,76.2,2369.56,Yes
C01681,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,70.86,1403.11,Yes
C01682,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.22,6014.23,No
C01683,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.5,5937.13,No
C01684,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.1,1369.22,Yes
C01685,Male,0,No,No,26,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,80.75,2118.06,No
C01686,Female,1,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.22,911.71,Yes
C01687,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.72,2504.76,No
C01688,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.62,2103.97,No
C01689,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),113.78,3062.57,No
C01690,Male,0,Yes,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,51.32,2667.03,No
C01691,Female,1,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.83,2958.66,No
C01692,Female,1,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,92.39,921.7,Yes
C01693,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.39,1492.69,No
C01694,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),89.75,6450.92,Yes
C01695,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,107.47,4618.87,Yes
C01696,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.88,1152.78,No
C01697,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.6,2682.86,No
C01698,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.64,3540.51,No
C01699,Male,0,No,No,42,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.89,2733.25,No
C01700,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.99,2704.47,Yes
C01701,Male,0,No,No,40,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,81.39,3269.52,No
C01702,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.99,2660.25,No
C01703,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.62,299.68,Yes
C01704,Male,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),71.92,1511.07,No
C01705,Female,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.65,1801.21,No
C01706,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.36,85.02,Yes
C01707,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.21,3533.55,No
C01708,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.11,348.72,No
C01709,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.66,511.28,No
C01710,Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.15,342.84,Yes
C01711,Male,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),80.54,1686.67,No
C01712,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,97.0,4053.09,No
C01713,Female,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),105.61,3056.8,Yes
C01714,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,102.42,1338.29,No
C01715,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.73,1674.77,No
C01716,Female,0,No,No,29,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,68.01,1967.16,No
C01717,Female,0,No,No,69,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,81.46,5624.4,No
C01718,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.0,2052.68,No
C01719,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.2,539.84,No
C01720,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.36,2283.5,No
C01721,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49.03,539.53,No
C01722,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),108.69,774.21,No
C01723,Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.26,1168.04,No
C01724,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,43.4,1864.25,No
C01725,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,72.87,444.67,No
C01726,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,42.25,2408.05,No
C01727,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),96.33,501.48,Yes
C01728,Female,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,76.51,1382.67,No
C01729,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,108.47,3130.14,No
C01730,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,95.1,6843.3,No
C01731,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,97.02,6986.2,No
C01732,Female,0,No,No,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,89.66,2949.07,No
C01733,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,111.02,2333.85,Yes
C01734,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,114.06,2504.25,Yes
C01735,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.01,4975.29,No
C01736,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,120.0,7789.87,No
C01737,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,117.8,4591.56,No
C01738,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.76,1295.94,No
C01739,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,107.04,3426.25,Yes
C01740,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.73,141.22,No
C01741,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),102.05,92.6,Yes
C01742,Female,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,107.44,2575.45,Yes
C01743,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),77.95,774.16,Yes
C01744,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),99.14,3468.54,No
C01745,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,100.7,3346.55,Yes
C01746,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,101.76,617.58,No
C01747,Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,43.7,1532.44,No
C01748,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.17,1741.19,No
C01749,Female,1,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,92.86,3337.61,No
C01750,Female,1,No,No,17,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),60.15,1023.81,No
C01751,Female,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.62,769.26,No
C01752,Female,1,Yes,No,43,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),72.44,3116.04,Yes
C01753,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,96.94,3967.92,No
C01754,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),77.18,1776.64,No
C01755,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,94.16,6786.82,No
C01756,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),105.08,7262.83,No
C01757,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.18,1442.61,No
C01758,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,105.82,1689.1,Yes
C01759,Female,1,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),113.5,1562.6,No
C01760,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),113.56,4984.61,No
C01761,Male,1,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,95.94,851.12,No
C01762,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,106.67,4908.65,Yes
C01763,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),83.06,571.14,No
C01764,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.36,2540.59,No
C01765,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,788.26,No
C01766,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,114.81,1753.74,Yes
C01767,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.85,2287.05,No
C01768,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.32,926.95,Yes
C01769,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.89,1233.2,No
C01770,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.9,141.97,Yes
C01771,Male,1,No,No,7,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.51,486.21,Yes
C01772,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.14,157.85,No
C01773,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,88.44,4324.06,No
C01774,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),68.26,1345.58,No
C01775,Female,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.15,2489.37,No
C01776,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,84.01,179.23,Yes
C01777,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.19,4326.07,Yes
C01778,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.55,59.73,No
C01779,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.12,616.17,Yes
C01780,Female,0,No,Yes,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,77.97,2012.31,No
C01781,Male,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,76.43,1517.66,No
C01782,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.44,3440.25,No
C01783,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,96.45,1658.44,Yes
C01784,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),106.74,2548.32,No
C01785,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.6,1161.48,Yes
C01786,Male,0,No,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.6,3355.05,No
C01787,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.39,3314.79,No
C01788,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.07,3983.86,No
C01789,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),89.55,2502.74,No
C01790,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.29,2461.21,No
